1.00213623046875,10
2.006451368331909,20
3.010723114013672,29
4.014571666717529,39
5.01944637298584,48
6.022415399551392,58
7.025625228881836,67
8.028852462768555,76
9.032392024993896,85
10.036228895187378,94
11.136726140975952,104
12.138734817504883,111
13.140380382537842,121
14.146175146102905,125
15.151651859283447,135
16.153603315353394,183
17.253591299057007,194
18.257473945617676,202
19.26171612739563,212
20.262219429016113,259
21.263977766036987,269
22.265727996826172,276
23.267149686813354,286
24.269639253616333,294
25.274725914001465,304
26.277411699295044,311
27.281031131744385,321
28.284766912460327,368
29.289735317230225,378
30.29070210456848,385
31.2933566570282,395
32.2968065738678,441
33.29960584640503,451
34.30376410484314,458
35.30612874031067,468
36.31089997291565,476
37.410632848739624,487
38.51069235801697,535
39.513972759246826,545
40.516231298446655,592
41.52084302902222,602
42.521106004714966,611
43.524169921875,621
44.52654004096985,710
45.530521392822266,720
46.534510135650635,809
47.53815484046936,819
48.538689374923706,828
49.54011559486389,838
50.54248857498169,847
51.54295611381531,855
52.543782472610474,865
53.54517102241516,954
54.54912042617798,964
55.55189061164856,972
56.553635358810425,982
57.557060956954956,990
58.55994510650635,1000
59.562713861465454,1007
60.5645272731781,1017
61.56881380081177,1023
62.57067823410034,1033
63.57324433326721,1041
64.57723355293274,1051
65.58149123191833,1139
66.68210983276367,1149
67.68371748924255,1238
68.68473100662231,1327
69.68720841407776,1337
70.6908540725708,1347
71.69526505470276,1357
72.69764304161072,1366
73.70010042190552,1376
74.70289969444275,1504
75.70434522628784,1514
76.70768570899963,1644
77.7110960483551,1653
78.71404552459717,1663
79.71549725532532,1673
80.72066283226013,1683
81.72321844100952,1813
82.72730422019958,1823
83.73311400413513,1832
84.73515319824219,1842
85.73852396011353,1850
86.7405469417572,1979
87.74410629272461,1989
88.74881196022034,1999
89.75105714797974,2009
90.75341558456421,2139
91.75596833229065,2149
92.75943541526794,2158
93.76341199874878,2168
94.76860928535461,2298
95.77020645141602,2308
96.77405524253845,2470
97.77433657646179,2480
98.77557134628296,2485
99.77728414535522,2492
100.78073167800903,2662
101.78384160995483,2672
102.78508877754211,2680
103.79067897796631,2684
104.7925853729248,2694
105.79568219184875,2698
106.79982113838196,2707
107.80054354667664,2715
108.80276298522949,2718
109.8057291507721,2728
110.80970454216003,2738
111.81136059761047,2748
112.81522750854492,2910
113.81861591339111,2920
114.82049918174744,2930
115.821049451828,2940
116.82298588752747,2950
117.82367992401123,2960
118.82881617546082,2970
119.83172392845154,2979
120.83335709571838,2989
121.83687424659729,2998
122.83880257606506,3007
123.84078240394592,3176
124.84327173233032,3185
125.84774947166443,3195
126.8506088256836,3364
127.85302233695984,3374
128.8566710948944,3383
129.85723328590393,3392
130.85998344421387,3402
131.8615527153015,3409
132.8642556667328,3419
133.86862659454346,3428
134.8687629699707,3435
135.87089204788208,3445
136.87339568138123,3452
137.87474465370178,3462
138.87600779533386,3469
139.87649655342102,3475
140.8792428970337,3485
141.88234424591064,3490
142.88606095314026,3497
143.88801860809326,3503
144.8908965587616,3510
145.89272284507751,3679
146.89473128318787,3684
147.89630389213562,3694
148.899578332901,3901
149.90102887153625,4109
150.90341210365295,4119
151.90370178222656,4326
152.90607857704163,4335
153.90930461883545,4344
154.91031169891357,4352
155.9132945537567,4362
156.91778445243835,4369
157.9195215702057,4375
158.92056918144226,4385
160.02106595039368,4593
161.02450513839722,4600
162.02772760391235,4610
163.02878141403198,4616
164.03097009658813,4623
165.0327968597412,4631
166.0352418422699,4635
167.0376935005188,4645
168.04258370399475,4651
169.04564452171326,4656
170.04873418807983,4665
171.05179262161255,4669
172.0526020526886,4675
173.05472898483276,4883
174.05901288986206,4887
175.06043314933777,4893
176.06406426429749,4899
177.0665798187256,4908
178.0712947845459,4912
179.07160139083862,4919
180.0731384754181,4925
181.0743281841278,4928
182.0763635635376,4937
183.07890796661377,5141
184.08288550376892,5145
185.08554816246033,5153
186.08869099617004,5157
187.09103083610535,5161
188.09235978126526,5169
189.0940580368042,5179
190.0958321094513,5187
191.09675097465515,5429
192.10020422935486,5435
193.10304760932922,5681
194.10497426986694,5923
195.10838985443115,5929
196.1115791797638,5935
197.11403894424438,5937
198.11647415161133,5943
199.11859560012817,5949
200.12105202674866,5958
201.1239411830902,6208
202.1287648677826,6217
203.13110637664795,6465
204.13240885734558,6474
205.13768911361694,6482
206.14037346839905,6489
207.14154720306396,6497
208.14380311965942,7022
209.14487147331238,7032
210.1474061012268,7039
211.1513910293579,7046
212.15452313423157,7052
213.15704560279846,7337
214.16031074523926,7342
215.1629421710968,7625
216.1664342880249,7630
